Date,Client,Mission Reference,Prix Client,Prix Driver,Adresse de départ,Adresse d'arrivée,Retard driver,Driver login,mission Status,Distance total,Durée de la mission,Rating Client,Month
2023-05-02,Company J,7EfRStI,51.0,25.0,"7 Boulevard Franck Kupka, Puteaux, France","169 Rue de la République, Bobigny, France",-6.0,test_5@test.com,FINISHED,40.0,46.0,,2023-05
2023-05-02,Company J,UYpAUc5,296.0,170.0,"400 Promenade des Anglais, Nice, France","23 Rue Ernest Michel, Montpellier, France",643.0,test_4@test.com,FINISHED,704.0,123.13603818615752,,2023-05
2023-05-02,Company C,4xKqoH2,22.5,20.0,"39 Avenue Louis Breguet, 78140 Vélizy-Villacoublay, France","61 Rue Henri Regnault, Courbevoie, France",-184.0,test_5@test.com,FINISHED,42.0,54.0,,2023-05
2023-05-02,Company C,CR6M1GO,22.5,20.0,"93 Avenue Emile Zola, 75015 Paris, France","2 Rue Jean Daudin, Paris, France",-134.0,test_2@test.com,FINISHED,4.0,42.0,,2023-05
2023-05-02,Company C,I83gxhs,393.0,195.36,"159 Avenue du Marquisat, Tournefeuille, France","6 Avenue de l'Industrie, 69960 Corbas, France",919.0,test_1@test.com,FINISHED,956.0,123.13603818615752,,2023-05
2023-05-02,Company C,sAvNpfZ,321.0,278.01,"178 Rue du Fauge, Aubagne, Provence-Alpes-Côte d'Azur, 13400, France","700 Avenue Jean Falconnier, Culoz, Auvergne-Rhône-Alpes, 01350, France",-365.0,test_3@test.com,FINISHED,776.0,273.0,,2023-05
2023-05-02,Company K,sGGYIOf,103.0,80.0,"Avenue André Malraux, Levallois-Perret, France","Rue du Bois Barbier, 60880 Le Meux, France",-21.0,test_1@test.com,FINISHED,172.0,76.0,,2023-05
2023-05-02,Company K,OZWRuYh,565.86,453.03,"101 Allée de Port Ponant, La Grande-Motte, France","1598 Rte de Quarante Sous, 78630 Orgeval, France",777.0,test_5@test.com,FINISHED,162.4048780487805,123.13603818615752,,2023-05
2023-05-02,Company L - M,eTyl61D,70.0,47.0,99 Boulevard Lefebvre 75015 Paris,"29 Rue Lécluse, 75017 Paris, France",-137.0,test_2@test.com,FINISHED,32.0,59.0,,2023-05
2023-05-02,Company N - O,7qu7dkq,60.0,30.0,"1 Avenue Spinoza, Émerainville, France","26 Allée des Frères Voisin, Paris, France",204.0,test_3@test.com,FINISHED,56.0,50.0,,2023-05
2023-05-02,Company N - O,K0OHSeZ,80.0,40.0,"27 Av. Carnot, 91300 Massy, France","26 Allée des Frères Voisin, Paris, France",11.0,test_5@test.com,FINISHED,48.0,44.0,,2023-05
2023-05-02,Company N - O,uNCtH0w,31.05,22.0,"61 Rue de la Victoire, Paris, France","74, route de la Reine 92100 Boulogne",-131.0,test_3@test.com,FINISHED,22.0,46.0,,2023-05
2023-05-02,Company A,6r6NuIM,44.0,25.0,"30 Rue de Paris, 93130 Noisy-le-Sec, France","64 Rue des Vanesses, Villepinte, France",-72.0,test_1@test.com,FINISHED,28.0,29.0,,2023-05
2023-05-02,Company A,OvN6zFK,44.0,30.0,"64 Rue des Vanesses, Villepinte, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",95.0,test_2@test.com,FINISHED,28.0,47.0,,2023-05
2023-05-02,Company A,m0fMq53,495.0,320.03,"22 Rue de la Thumenau, 67100 Strasbourg, France","2 Rue René Caudron, Voisins-le-Bretonneux, France",-207.0,test_4@test.com,FINISHED,990.0,367.0,,2023-05
2023-05-03,Company D,1uRfAm0,281.0,162.0,"Rue Bennefray, Rives-du-Loir-en-Anjou, France","15 rue des peupliers,  voisins le bretonneux, France",293.0,test_2@test.com,FINISHED,534.0,161.0,,2023-05
2023-05-03,Company D,9bzCHkG,106.0,28.0,1 rue de l'ile de France 94460 Valenton,"95 rue de la faisanderie,  paris, France",-197.0,test_1@test.com,FINISHED,66.0,88.0,,2023-05
2023-05-03,Company D,BXlVtab,106.0,27.0,1 rue de l'ile de France 94460 Valenton,"6 avenue graham bell,  bussy st georges, France",-150.0,test_4@test.com,FINISHED,62.0,61.0,,2023-05
2023-05-03,Company D,CXdsHNb,58.0,40.0,"2 Impasse des Coquelicots, Neauphle-le-Vieux, Île-de-France, 78640, France","23-27 Rue Delarivière Lefoullon, Puteaux, Île-de-France, 92800, France",-275.0,test_1@test.com,FINISHED,78.0,70.0,,2023-05
2023-05-03,Company B,LdmAsRR,51.0,31.0,"22 Avenue Lionel Terray, Jonage, France","6 Avenue de l'Industrie, 69960 Corbas, France",-119.0,test_2@test.com,FINISHED,40.0,39.0,3.0,2023-05
2023-05-03,Company B,tQLDYNB,199.0,140.01,"18 Rue de la Tène, 08300 Le Châtelet-sur-Retourne, France","20 Rue André Gide, Châtillon, France",-343.0,test_3@test.com,FINISHED,404.0,165.0,,2023-05
2023-05-03,Company B,QV9UXlb,22.5,30.0,"93 Avenue Emile Zola, 75015 Paris, France","104 Boulevard Raymond Poincaré, Garches, France",34.0,test_4@test.com,FINISHED,30.0,45.0,,2023-05
2023-05-03,Company B,QlNCPvj,24.0,15.0,"4 Rue Louis Haussmann, Versailles, France","39 Avenue Louis Breguet, 78140 Vélizy-Villacoublay, France",-148.0,test_4@test.com,FINISHED,30.0,33.0,,2023-05
2023-05-03,Company F,Ay1T2en,38.0,20.0,"47 Boulevard du Général de Gaulle, Villemomble, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",36.0,test_2@test.com,FINISHED,18.0,38.0,3.0,2023-05
2023-05-03,Company F,uMjWwYd,53.0,21.0,"5 Rue Missak Manoukian, Rosny-sous-Bois, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-73.0,test_5@test.com,FINISHED,42.0,32.0,,2023-05
2023-05-03,Company F,ClzLXeA,190.0,144.0,"830 Rue Félix Demesmay, Cysoing, France","1598 Rte de Quarante Sous, 78630 Orgeval, France",964.0,test_2@test.com,FINISHED,526.0,675.0,,2023-05
2023-05-03,Company F,sfMXrNT,189.87,149.84,"34 Impasse du Tilleul, Saint-Julien-de-Coppel, France","7 Rue des Frères Salvez, 01500 Ambérieu-en-Bugey, France",-140.0,test_3@test.com,FINISHED,472.0,200.0,,2023-05
2023-05-03,Company E,WaEoovp,233.0,230.02,"14 Rte de Dhuizon, 41250 Neuvy, France","57 Rue Théodore Monod, Rezé, France",-118.0,test_5@test.com,FINISHED,592.0,354.0,,2023-05
2023-05-03,Company E,drv9yFG,257.0,198.07,"19 Av. des Peupliers, 35510 Cesson-Sévigné, France","6 Mail des Ombrages, Herblay-sur-Seine, France",-191.0,test_5@test.com,FINISHED,698.0,400.0,,2023-05
2023-05-03,Company G,cLgniaS,30.0,20.0,"21 Rue des Belles Feuilles, Paris, France","74, route de la Reine 92100 Boulogne",-119.0,test_4@test.com,FINISHED,12.0,29.0,,2023-05
2023-05-03,Company G,WssnfVk,20.0,15.0,"38 Quai de Pierre-Scize, Lyon, France","6 Rue Joannes Carret, 69009 Lyon, France",-141.0,test_2@test.com,FINISHED,6.0,38.0,,2023-05
2023-05-03,Company H,ZKSbQ6d,20.0,15.0,"6 Rue Joannes Carret, 69009 Lyon, France","38 Quai de Pierre-Scize, Lyon, France",-118.0,test_1@test.com,FINISHED,10.0,32.0,,2023-05
2023-05-03,Company H,jmoDfA4,25.0,20.0,"11 Boulevard du Colonel Fabien, 94200 Ivry-sur-Seine, France","47A Avenue Gambetta, Maisons-Alfort, France",-115.0,test_1@test.com,FINISHED,6.0,28.0,,2023-05
2023-05-03,Company J,wwPUtES,25.0,20.0,"47A Avenue Gambetta, Maisons-Alfort, France","11 Boulevard du Colonel Fabien, 94200 Ivry-sur-Seine, France",-37.0,test_5@test.com,FINISHED,8.0,31.0,,2023-05
2023-05-03,Company J,Gwdmy9g,180.0,185.06,"239 Bd de Graville, 76600 Le Havre, France","31 Avenue Louis Breguet, Vélizy-Villacoublay, France",-84.0,test_3@test.com,FINISHED,964.0,463.0,,2023-05
2023-05-03,Company C,oRPi5vd,386.0,375.0,"Z.I. des Landiers Ouest, 158 rue des Epinettes  73290 La Motte-Servolex","1 Rue des Vieilles Pierres, Roullet-Saint-Estèphe, France",-276.0,test_3@test.com,FINISHED,162.4048780487805,798.0,,2023-05
2023-05-04,Company C,4Y8wSBb,127.0,184.67,"za le montigne est,  torce, France","Rue Bennefray, Rives-du-Loir-en-Anjou, France",48.0,test_1@test.com,FINISHED,244.0,138.0,,2023-05
2023-05-04,Company C,71zNny5,199.0,153.0,"303 rue marie laurecin,  biscarosse, France","1 Avenue de l'Europe, 31620 Castelnau-d'Estrétefonds, France",-183.0,test_2@test.com,FINISHED,494.0,252.0,,2023-05
2023-05-04,Company C,CqLWzXf,151.0,78.0,"SOMEDAT STVA, QUARTIER DU PARC DE L'ARTILLERIE, MIRAMAS, 13140, FRA","1085 chemin de st privat,  rousset, France",-155.0,test_4@test.com,FINISHED,152.0,141.0,,2023-05
2023-05-04,Company K,DZ3E21b,199.0,160.0,"4 Rue Gutenberg, 33700 Mérignac, France","1 Avenue de l'Europe, 31620 Castelnau-d'Estrétefonds, France",614.0,test_5@test.com,FINISHED,466.0,123.13603818615752,,2023-05
2023-05-04,Company K,NR2EwrT,40.5,29.0,"74, route de la Reine 92100 Boulogne","Rue de l'Armée d'Orient, Paris, France",-146.0,test_2@test.com,FINISHED,22.0,103.0,,2023-05
2023-05-04,Company K,QFDbmUA,30.0,20.0,"99 Rue Mirabeau, Ivry-sur-Seine, France","105, Bd Gabriel Péri 92240 Malakoff",-5.0,test_5@test.com,FINISHED,14.0,45.0,,2023-05
2023-05-04,Company K,jYVwHtZ,30.0,23.0,"43 Rue du Président Wilson, 92300 Levallois-Perret, France","74, route de la Reine 92100 Boulogne",-178.0,test_3@test.com,FINISHED,18.0,41.0,,2023-05
2023-05-04,Company K,KYlZQGq,22.5,20.0,"11 Rue des Sablons, 75116 Paris, France","133 Avenue des Champs-Élysées, Paris, France",-172.0,test_3@test.com,FINISHED,4.0,41.0,,2023-05
2023-05-04,Company L - M,UyKhCzx,37.5,30.0,"11 Rue des Sablons, 75116 Paris, France","6 Rue Fructidor, Saint-Ouen-sur-Seine, France",45.0,test_2@test.com,FINISHED,12.0,45.0,,2023-05
2023-05-04,Company L - M,cZzuBRY,84.0,77.0,"8 Rue Anatole France, Lille, France","Av. Marc Lefrancq, 59111 Lieu-Saint-Amand, France",139.0,test_1@test.com,FINISHED,130.0,131.0,,2023-05
2023-05-04,Company L - M,OSwJjGn,44.0,30.0,"30 Rue de Paris, 93130 Noisy-le-Sec, France","1 Rue du Jura, Rungis, France",-207.0,test_4@test.com,FINISHED,58.0,68.0,,2023-05
2023-05-04,Company N - O,hqoMezK,44.0,25.0,"30 Rue de Paris, 93130 Noisy-le-Sec, France","12 Rue Doulcet, Sevran, France",-194.0,test_4@test.com,FINISHED,20.0,40.0,,2023-05
2023-05-04,Company N - O,i2avzAH,44.0,29.0,"1 Rue du Jura, Rungis, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",21.0,test_5@test.com,FINISHED,48.0,62.0,,2023-05
2023-05-04,Company N - O,qERXj5r,44.0,26.0,"12 Rue Doulcet, Sevran, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-166.0,test_3@test.com,FINISHED,20.0,36.0,,2023-05
2023-05-04,Company P,KQ38QHU,217.0,180.0,"14 Rte de Dhuizon, 41250 Neuvy, France","La Merdachere, 49370 Val d'Erdre-Auxence, France",14.0,test_5@test.com,FINISHED,436.0,340.0,,2023-05
2023-05-04,Company P,O4LwMxJ,193.0,154.34,"14 Rte de Dhuizon, 41250 Neuvy, France","4 Rue Xavier Gout, Neuilly-Plaisance, France",47.0,test_1@test.com,FINISHED,360.0,307.0,,2023-05
2023-05-04,Company Q - R,YBBsCkJ,70.0,50.0,99 Boulevard Lefebvre 75015 Paris,"75 Rue Bonaparte, 75006 Paris, France",0.0,test_1@test.com,FINISHED,8.0,75.0,,2023-05
2023-05-04,Company Q - R,fJBC8KS,70.0,50.0,99 Boulevard Lefebvre 75015 Paris,"75 Rue de la Réunion, Paris, France",-241.0,test_4@test.com,FINISHED,28.0,62.0,,2023-05
2023-05-05,Company S,Ax3joNa,151.0,72.0,"Route de Picardie, 60190 Avrigny, France","139 rue lamarck,  paris, France",80.0,test_5@test.com,FINISHED,168.0,279.0,,2023-05
2023-05-05,Company S,4WG9xAI,22.5,20.0,"38 Promenade du Verger, Issy-les-Moulineaux, France","39 Avenue Louis Breguet, 78140 Vélizy-Villacoublay, France",-140.0,test_1@test.com,FINISHED,24.0,67.0,,2023-05
2023-05-05,Company T - U,JkEqkgj,45.5,27.0,"93 Avenue Emile Zola, 75015 Paris, France","71 Bd de Vaugirard, 75015 Paris, France",-121.0,test_4@test.com,FINISHED,6.0,68.0,,2023-05
2023-05-05,Company T - U,LBMCNyD,30.0,14.0,"12 Rue du Bicentenaire, Puteaux, France","74, route de la Reine 92100 Boulogne",-209.0,test_4@test.com,FINISHED,14.0,40.0,,2023-05
2023-05-05,Company T - U,E2F2iar,127.0,90.0,"19 Rue de l'Union, Sotteville-lès-Rouen, France","Rue du Bois Barbier, 60880 Le Meux, France",-60.0,test_5@test.com,CANCELLED,292.0,20.0,,2023-05
2023-05-05,Company T - U,5DF4LYi,44.0,26.0,"64 Rue des Vanesses, Villepinte, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-143.0,test_2@test.com,FINISHED,28.0,36.0,,2023-05
2023-05-05,Company V - W,qUgcqhn,44.0,26.0,"30 Rue de Paris, 93130 Noisy-le-Sec, France","64 Rue des Vanesses, Villepinte, France",-156.0,test_4@test.com,FINISHED,28.0,35.0,,2023-05
2023-05-05,Company V - W,9PGrUrp,22.5,20.0,"1 Rue Charles Péguy, Suresnes, France","11 Rue des Sablons, 75116 Paris, France",35.0,test_1@test.com,FINISHED,12.0,27.0,,2023-05
2023-05-05,Company X,EF72RSg,22.5,15.0,"11 Rue des Sablons, 75116 Paris, France","1 Rue Charles Péguy, Suresnes, France",-190.0,test_2@test.com,FINISHED,14.0,35.0,,2023-05
2023-05-05,Company X,vTPIJuZ,20.0,15.0,"6 Rue Joannes Carret, 69009 Lyon, France","7 Place Victor Basch, Lyon, France",-75.0,test_1@test.com,FINISHED,14.0,44.0,,2023-05
2023-05-05,Company Y,wQOg6eK,20.0,15.0,"7 Place Victor Basch, Lyon, France","6 Rue Joannes Carret, 69009 Lyon, France",-45.0,test_2@test.com,FINISHED,14.0,36.0,,2023-05
2023-05-05,Company Y,MFvU8lV,90.0,46.0,"84 Rue aux Arènes, Metz, France","Rue de l'Ingénieur Kind, 57600 Forbach, France",-221.0,test_2@test.com,FINISHED,124.0,91.0,3.0,2023-05
2023-05-09,Company Y,1YXXTko,58.0,38.0,"34 avenue henri dunant,  marignane, France","SOMEDAT STVA, QUARTIER DU PARC DE L'ARTILLERIE, MIRAMAS, 13140, FRA",-141.0,test_5@test.com,FINISHED,80.0,91.0,,2023-05
2023-05-09,Company Z,6ppFcyA,58.0,19.0,"96 rue edouard vaillant,  levallois perret, France",1 rue de l'ile de France 94460 Valenton,-109.0,test_1@test.com,FINISHED,66.0,100.0,,2023-05
2023-05-09,Company Z,75wSy1u,106.0,40.0,1 rue de l'ile de France 94460 Valenton,"6 bld mickael faraday,  marne la vallee , France",-173.0,test_1@test.com,FINISHED,76.0,62.0,,2023-05
2023-05-09,Company A,IFbl5rk,51.0,28.0,"20 Avenue René Cassin, Lyon, France","6 Avenue de l'Industrie, 69960 Corbas, France",44.0,test_2@test.com,FINISHED,40.0,169.0,,2023-05
2023-05-09,Company A,PzhpWYb,51.0,28.0,"Rue Joseph Cugnot, Rezé, France","Rue Santos Dumont, 44860 Saint-Aignan-Grandlieu, France",-122.0,test_5@test.com,FINISHED,16.0,85.0,3.0,2023-05
2023-05-09,Company A,23Z6WCo,20.0,20.0,"15 Place Georges Pompidou, Montigny-le-Bretonneux, France","39 Avenue Louis Breguet, 78140 Vélizy-Villacoublay, France",28.0,test_3@test.com,FINISHED,42.0,35.0,,2023-05
2023-05-09,Company D,6CxAisb,38.0,26.0,"107 Avenue Gabriel Péri, Saint-Ouen-sur-Seine, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-83.0,test_2@test.com,FINISHED,20.0,37.0,,2023-05
2023-05-09,Company D,HntIdVB,38.0,22.0,"30 Rue de Paris, 93130 Noisy-le-Sec, France","26 Rue Louis Delplace, Drancy, France",-158.0,test_5@test.com,FINISHED,14.0,32.0,,2023-05
2023-05-09,Company D,PONhtAV,38.0,24.0,"30 Rue de Paris, 93130 Noisy-le-Sec, France","6 Avenue des Rochers, Le Perreux-sur-Marne, France",-171.0,test_2@test.com,FINISHED,22.0,52.0,,2023-05
2023-05-09,Company D,SKwMi9K,38.0,21.0,"26 Rue Louis Delplace, Drancy, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-30.0,test_3@test.com,FINISHED,8.0,44.0,,2023-05
2023-05-09,Company B,1qJAeIk,47.3,37.0,"49 Avenue des Capucines, Pontault-Combault, France","74, route de la Reine 92100 Boulogne",71.0,test_1@test.com,FINISHED,78.0,111.0,,2023-05
2023-05-09,Company B,DfqVRje,30.0,20.0,"9 Quai du Point-du-Jour, Boulogne-Billancourt, France","74, route de la Reine 92100 Boulogne",44.0,test_4@test.com,FINISHED,6.0,34.0,,2023-05
2023-05-09,Company B,GHmxUsB,30.0,20.0,"47 Rue des Peupliers, 92100 Boulogne-Billancourt, France","74, route de la Reine 92100 Boulogne",6.0,test_1@test.com,FINISHED,6.0,30.0,,2023-05
2023-05-09,Company B,HU51Lc8,30.0,21.0,"17 Rue du Docteur Lancereaux, Paris, France","29 Rue Frémicourt, 75015 Paris, France",-44.0,test_1@test.com,FINISHED,10.0,54.0,,2023-05
2023-05-09,Company F,ANcQvHx,334.0,255.0,"Rue des Vernaies, Thônes, France","11 Rue de l'Imprimerie, Montpellier, France",25.0,test_3@test.com,FINISHED,830.0,354.0,,2023-05
2023-05-09,Company F,4yxxC87,22.5,20.0,"46 Avenue George V, Paris, France","11 Rue des Sablons, 75116 Paris, France",-142.0,test_5@test.com,FINISHED,6.0,42.0,,2023-05
2023-05-09,Company F,aV8Q4x0,22.5,20.0,"92 Avenue Gambetta, Paris, France","11 Rue des Sablons, 75116 Paris, France",-92.0,test_2@test.com,FINISHED,32.0,78.0,,2023-05
2023-05-09,Company F,RK7zzw3,193.0,100.0,"14 Rte de Dhuizon, 41250 Neuvy, France","79 Avenue du Général de Gaulle, Maisons-Alfort, France",-79.0,test_3@test.com,FINISHED,336.0,241.0,,2023-05
2023-05-09,Company E,3SjmEFg,48.0,30.0,"9 Av. Claude Vellefaux, 75010 Paris, France","98 Rue Jean Jaurès, Levallois-Perret, France",-117.0,test_2@test.com,FINISHED,20.0,78.0,,2023-05
2023-05-09,Company E,kbhbf6p,48.0,21.0,"9 Av. Claude Vellefaux, 75010 Paris, France","98 Rue Jean Jaurès, Levallois-Perret, France",-185.0,test_4@test.com,FINISHED,20.0,67.0,,2023-05
2023-05-09,Company G,saKCJiz,167.0,120.0,"237 Cours Libération, BP 2348 38033, Grenoble France","40 Chemin de Paisy, Limonest, France",-166.0,test_5@test.com,FINISHED,256.0,221.0,,2023-05
2023-05-10,Company G,7jwj1Jm,106.0,31.0,1 rue de l'ile de France 94460 Valenton,"3 rue de la resistance , Sarcelles, France",150.0,test_2@test.com,FINISHED,84.0,87.0,,2023-05
2023-05-10,Company H,JCSNKQz,58.0,29.0,"4 rue des freres caudron, Velizy villacoublay, France",1 rue de l'ile de France 94460 Valenton,108.0,test_1@test.com,FINISHED,52.0,82.0,,2023-05
2023-05-10,Company H,LUdM99s,58.0,30.0,"2 rue paul doumer, Palaiseau, France",1 rue de l'ile de France 94460 Valenton,-62.0,test_3@test.com,FINISHED,52.0,53.0,,2023-05
2023-05-10,Company H,3tFF16l,20.0,25.0,"39 Avenue Louis Breguet, 78140 Vélizy-Villacoublay, France","15 Place Georges Pompidou, Montigny-le-Bretonneux, France",-140.0,test_4@test.com,FINISHED,24.0,46.0,,2023-05
2023-05-10,Company H,AkCckmz,38.0,25.0,"30 Rue de Paris, 93130 Noisy-le-Sec, France","15 Allée du Docteur Albert Schweitzer, Vincennes, France",-70.0,test_2@test.com,FINISHED,22.0,56.0,,2023-05
2023-05-10,Company J,NVFJUUi,38.0,23.0,"3 Rue Jules Verne, Drancy, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-123.0,test_5@test.com,FINISHED,10.0,30.0,,2023-05
2023-05-10,Company J,EQyrfEN,28.0,21.0,"17 Rue du Docteur Lancereaux, Paris, France","105, Bd Gabriel Péri 92240 Malakoff",-60.0,test_2@test.com,FINISHED,26.0,47.0,,2023-05
2023-05-10,Company J,O5agnDW,30.0,21.0,"3 Avenue Desfeux, Boulogne-Billancourt, France","74, route de la Reine 92100 Boulogne",-131.0,test_1@test.com,FINISHED,4.0,19.0,,2023-05
2023-05-10,Company J,PfHWnv5,30.0,21.0,"29 Rue Frémicourt, 75015 Paris, France","2 Rue des Vergers, Châtillon, France",-218.0,test_5@test.com,FINISHED,12.0,41.0,,2023-05
2023-05-10,Company K,IB7V9BM,103.0,70.0,"163 Quai Aulagnier, Asnières-sur-Seine, France","Rue du Bois Barbier, 60880 Le Meux, France",0.0,test_1@test.com,FINISHED,166.0,123.13603818615752,,2023-05
2023-05-10,Company K,iz8Fewr,103.0,63.0,"Avenue de Fouilleuse, Rueil-Malmaison, France","Rue du Bois Barbier, 60880 Le Meux, France",-152.0,test_4@test.com,FINISHED,190.0,136.0,,2023-05
2023-05-10,Company K,5EeHW3a,22.5,20.0,"116 Avenue Henri Barbusse, 92700 Colombes, France","28 Allée d'Aquitaine, Nanterre, France",-164.0,test_1@test.com,FINISHED,8.0,40.0,,2023-05
2023-05-10,Company K,PN49AOw,22.5,20.0,"11 Rue des Sablons, 75116 Paris, France","116 Avenue Henri Barbusse, Colombes, France",-212.0,test_1@test.com,FINISHED,16.0,67.0,,2023-05
2023-05-10,Company K,a5ysYjX,22.5,20.0,"2 Place Jean Millier, Courbevoie, France","116 Avenue Henri Barbusse, 92700 Colombes, France",-109.0,test_3@test.com,FINISHED,8.0,37.0,,2023-05
2023-05-10,Company C,rHXRZ6F,22.5,15.0,"28 Allée d'Aquitaine, Nanterre, France","116 Avenue Henri Barbusse, 92700 Colombes, France",35.0,test_4@test.com,FINISHED,8.0,62.0,,2023-05
2023-05-10,Company C,L6xJzZm,75.0,40.0,"1051 Rue des Cormiers, 78630 Orgeval, France","8 Rue Vernet, Paris, France",-137.0,test_4@test.com,FINISHED,62.0,59.0,,2023-05
2023-05-10,Company P,vpj2rfE,90.0,65.0,"28 Avenue Maurice Thorez, Vénissieux, France","7 Rue des Frères Salvez, 01500 Ambérieu-en-Bugey, France",200.0,test_2@test.com,FINISHED,120.0,251.0,,2023-05
2023-05-10,Company P,w8FRtIE,125.0,143.0,"851 Rue de la Loire, 45560 Saint-Denis-en-Val, France","Rue de la Gare, 18000 Bourges, France",7.0,test_1@test.com,FINISHED,212.0,133.0,,2023-05
2023-05-10,Company Q - R,zmePpPO,165.0,138.0,"1 Rue du Firstplan, Osenbach, France","Rue de l'Ingénieur Kind, 57600 Forbach, France",-242.0,test_4@test.com,FINISHED,402.0,207.0,,2023-05
2023-05-10,Company S,NzMybwn,80.0,14.0,"8 Via Angelo Rizzoli, Milano, Italia","Via I Maggio, 103, 20863 Concorezzo, Provincia di Monza e della Brianza, Lombardia, Italia",-162.0,test_3@test.com,FINISHED,34.0,18.0,,2023-05
2023-05-10,Company S,wgbcbka,80.0,14.0,"Via Giovanni Capranesi, 43, 00155 Roma, Metropolitan City of Rome Capital, Lazio, Italia","40 Piazzale dell'Industria, Roma, Italia",-203.0,test_1@test.com,FINISHED,54.0,83.0,,2023-05
2023-05-10,Company T - U,DsJp7uO,25.0,15.0,"1567 Route de la Châtaignière, Limonest, France","6 Rue Joannes Carret, 69009 Lyon, France",-100.0,test_2@test.com,FINISHED,14.0,45.0,,2023-05
2023-05-10,Company T - U,62Z8NhY,35.0,18.0,"4 Avenue Gabriel Péri, 78360 Montesson, France","7 Rond-Point de l'Étoile, Vaucresson, France",-40.0,test_3@test.com,FINISHED,18.0,41.0,,2023-05
2023-05-10,Company T - U,mHM3ERW,195.16,153.79,"237 Cours Libération, BP 2348 38033, Grenoble France","116 Cr Lafayette, 69003 Lyon, France",-259.0,test_4@test.com,CANCELLED,246.0,978.0,,2023-05
2023-05-10,Company V - W,o1v99Al,913.68,555.02,"1 rue joseph Cugnot, . 38300, Bourgoin Jallieu France","52 Rue Jacquard, Lagny-sur-Marne, France",642.0,test_3@test.com,FINISHED,162.4048780487805,123.13603818615752,,2023-05
2023-05-10,Company V - W,tizqrfH,51.0,24.0,"8 Avenue Vladimir Illitch Lénine, Nanterre, France","22 Rue des Deux Gares, Rueil-Malmaison, France",69.0,test_5@test.com,FINISHED,6.0,54.0,,2023-05
2023-05-10,Company V - W,OlZuNiO,296.0,226.0,"19 Av. des Peupliers, 35510 Cesson-Sévigné, France","8 Rue Roger Quille, Montmagny, France",-37.0,test_3@test.com,FINISHED,762.0,296.0,,2023-05
2023-05-11,Company V - W,0LQvtfG,103.0,75.0,"59 rue de provence,  paris, France","Route de Picardie, 60190 Avrigny, France",-128.0,test_2@test.com,FINISHED,168.0,210.0,,2023-05
2023-05-11,Company L - M,6KBJYpf,103.0,75.0,"59 rue de provence,  paris, France","Route de Picardie, 60190 Avrigny, France",-324.0,test_4@test.com,FINISHED,168.0,126.0,,2023-05
2023-05-11,Company L - M,7SlVpqM,175.0,100.0,"Route de Picardie, 60190 Avrigny, France","1 rue daddy,  bezannes, France",-35.0,test_1@test.com,FINISHED,246.0,150.0,,2023-05
2023-05-11,Company L - M,0MCIoS1,33.75,26.0,"39 Avenue Louis Breguet, 78140 Vélizy-Villacoublay, France","6 Rue Marcel Paul, Massy, France",-142.0,test_3@test.com,FINISHED,36.0,65.0,,2023-05
2023-05-11,Company L - M,3Unr5nV,30.0,22.0,"66 Avenue Pierre Brossolette, 92240 Malakoff, France","74, route de la Reine 92100 Boulogne",-129.0,test_1@test.com,FINISHED,14.0,32.0,,2023-05
2023-05-11,Company L - M,Ai37txd,83.05,38.0,"74, route de la Reine 92100 Boulogne","49 Avenue des Capucines, Pontault-Combault, France",-191.0,test_2@test.com,FINISHED,76.0,95.0,,2023-05
2023-05-11,Company A,Y51Qbon,38.0,26.0,"1 Rue Jean Hémard, Créteil, France","11 Boulevard du Colonel Fabien, 94200 Ivry-sur-Seine, France",-99.0,test_5@test.com,FINISHED,12.0,43.0,,2023-05
2023-05-11,Company A,Zn0qcn0,25.0,20.0,"2 Rue Jean Moulin, Les Lilas, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-113.0,test_3@test.com,FINISHED,8.0,26.0,,2023-05
2023-05-11,Company B,dkvHHTJ,38.0,24.0,"21 Rue de la Marseillaise, Vincennes, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-34.0,test_2@test.com,FINISHED,14.0,46.0,,2023-05
2023-05-11,Company B,BZ968FY,22.5,20.0,"42 Rue de Bellevue, Boulogne-Billancourt, France","116 Avenue Henri Barbusse, 92700 Colombes, France",-145.0,test_1@test.com,FINISHED,22.0,53.0,,2023-05
2023-05-11,Company B,UwIWy33,35.55,33.0,"15-17 Rue Barbès, 92120 Montrouge, France","25 Rue Louis Léon Lepoutre, Nogent-sur-Marne, France",-123.0,test_1@test.com,FINISHED,34.0,78.0,,2023-05
2023-05-11,Company C,WgUwFw4,22.5,15.0,"116 Avenue Henri Barbusse, 92700 Colombes, France","49 Avenue Georges Pompidou, Levallois-Perret, France",-166.0,test_5@test.com,FINISHED,10.0,33.0,,2023-05
